Season,Date,GameID,posteam,DefensiveTeam,qtr,down,ydstogo,yrdline100,PlayType,Yards.Gained,PassLocation,RunLocation,RushAttempt,PassAttempt,QBHit,Touchdown,Fumble,InterceptionThrown,Accepted.Penalty,Penalty.Yards,PenaltyType,PenalizedTeam,PenaltySide
2023,2023-11-05,2023110507,CHI,NO,3,1.0,10,25.0,Pass,11,SHORT LEFT,,0,1,0,0,0,0,0,0,,,None
2023,2023-11-05,2023110507,CHI,NO,3,1.0,10,36.0,Run,0,,LEFT GUARD,1,0,0,0,0,0,0,0,,,None
2023,2023-11-05,2023110507,CHI,NO,3,2.0,10,36.0,Run,9,,RIGHT TACKLE,1,0,0,0,0,0,0,0,,,None
2023,2023-11-05,2023110507,CHI,NO,4,4.0,4,15.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2023,2023-11-05,2023110507,CHI,NO,4,1.0,10,28.0,Run,1,,LEFT TACKLE,1,0,0,0,0,0,0,0,,,None
2023,2023-11-05,2023110507,CHI,NO,4,4.0,4,8.0,Punt,0,,,0,0,0,0,0,0,1,15,FACE MASK,CHI,Offensive
2023,2023-11-05,2023110507,CHI,NO,4,1.0,10,37.0,Pass,4,SHORT RIGHT,,0,1,0,0,0,0,1,10,OFFENSIVE HOLDING,CHI,Offensive
2023,2023-10-29,2023102913,CHI,LAC,1,1.0,10,25.0,Pass,4,SHORT RIGHT,,0,1,0,0,0,0,0,0,,,None
2023,2023-10-29,2023102913,CHI,LAC,1,2.0,16,19.0,Pass,0,SHORT RIGHT,,0,1,0,0,0,0,0,0,OFFENSIVE HOLDING,CHI,None
2023,2023-10-29,2023102913,CHI,LAC,1,3.0,16,19.0,Pass,13,SHORT LEFT,,0,1,0,0,0,0,0,0,,,None
2023,2023-10-29,2023102913,CHI,LAC,1,4.0,3,32.0,Punt,0,,,0,0,0,0,0,0,1,15,FAIR CATCH INTERFERENCE,CHI,Offensive
2023,2023-11-09,2023110900,CHI,CAR,1,2.0,6,19.0,Run,3,,LEFT TACKLE,1,0,0,0,0,0,0,0,,,None
2023,2023-11-09,2023110900,CHI,CAR,2,1.0,10,37.0,Run,16,,RIGHT END,1,0,0,0,0,0,0,0,,,None
2023,2023-11-09,2023110900,CHI,CAR,2,2.0,19,44.0,Pass,0,SHORT LEFT,,0,1,0,0,0,0,0,0,,,None
2023,2023-11-09,2023110900,CHI,CAR,2,3.0,19,44.0,Pass,4,SHORT RIGHT,,0,1,0,0,0,0,0,0,OFFENSIVE PASS INTERFERENCE,CHI,None
2023,2023-11-09,2023110900,CHI,CAR,2,4.0,15,48.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2023,2023-11-09,2023110900,CHI,CAR,2,1.0,10,47.0,Run,2,,LEFT TACKLE,1,0,0,0,0,0,0,0,,,None
2023,2023-11-09,2023110900,CHI,CAR,2,2.0,8,49.0,Run,3,,LEFT GUARD,1,0,0,0,0,0,0,0,,,None
2023,2023-11-09,2023110900,CHI,CAR,3,1.0,10,27.0,Run,2,,LEFT TACKLE,1,0,0,0,0,0,0,0,,,None
2023,2023-11-09,2023110900,CHI,CAR,3,2.0,8,29.0,Pass,0,SHORT LEFT,,0,1,0,0,0,0,0,0,,,None
2023,2023-11-09,2023110900,CHI,CAR,3,3.0,8,29.0,Pass,0,DEEP LEFT,,0,1,0,0,0,0,0,0,,,None
2023,2023-11-09,2023110900,CHI,CAR,3,1.0,10,11.0,Run,8,,LEFT END,1,0,0,0,0,0,0,0,,,None
2023,2023-11-09,2023110900,CHI,CAR,3,2.0,2,19.0,Run,4,,RIGHT GUARD,1,0,0,0,0,0,0,0,,,None
2023,2023-11-09,2023110900,CHI,CAR,3,1.0,10,23.0,Pass,2,right,,1,0,0,0,0,0,0,0,,,None
2023,2023-11-09,2023110900,CHI,CAR,3,2.0,8,25.0,Run,-1,,LEFT GUARD,1,0,0,0,0,0,0,0,,,None
2023,2023-11-09,2023110900,CHI,CAR,4,1.0,10,49.0,Run,4,,LEFT TACKLE,1,0,0,0,0,0,0,0,,,None
2023,2023-11-19,2023111902,CHI,DET,4,2.0,12,19.0,Run,8,,RIGHT END,1,0,0,0,0,0,0,0,,,None
2023,2023-11-19,2023111902,CHI,DET,4,3.0,4,27.0,Pass,0,DEEP LEFT,,0,1,0,0,0,0,1,5,DEFENSIVE HOLDING,DET,Defensive
2023,2023-11-19,2023111902,CHI,DET,4,1.0,10,32.0,Run,4,,LEFT TACKLE,1,0,0,0,0,0,0,0,,,None
2023,2023-11-19,2023111902,CHI,DET,4,2.0,6,36.0,Pass,5,right,,1,0,0,0,0,0,0,0,,,None
2023,2023-11-19,2023111902,CHI,DET,4,3.0,1,41.0,Run,3,,LEFT TACKLE,1,0,0,0,0,0,0,0,,,None
2023,2023-11-19,2023111902,CHI,DET,4,1.0,10,44.0,Run,4,,LEFT END,1,0,0,0,0,0,0,0,,,None
2023,2023-11-19,2023111902,CHI,DET,4,2.0,6,48.0,Sack,-8,,,0,0,1,0,0,0,0,0,,,None
2023,2023-11-19,2023111902,CHI,DET,4,1.0,10,25.0,Run,0,,CENTER,1,0,0,0,0,0,0,0,,,None
2023,2023-11-19,2023111902,CHI,DET,1,2.0,3,43.0,Pass,14,SHORT MIDDLE,,0,1,0,0,0,0,0,0,,,None
2023,2023-11-19,2023111902,CHI,DET,1,1.0,10,37.0,Run,6,,LEFT END,1,0,0,0,0,0,0,0,,,None
2023,2023-11-19,2023111902,CHI,DET,1,2.0,4,43.0,Pass,6,SHORT RIGHT,,0,1,0,0,0,0,0,0,,,None
2023,2023-11-19,2023111902,CHI,DET,1,1.0,10,49.0,Run,7,,LEFT TACKLE,1,0,0,0,0,0,0,0,,,None
2023,2023-11-19,2023111902,CHI,DET,2,1.0,10,25.0,Run,1,,CENTER,1,0,0,0,0,0,0,0,,,None
2023,2023-11-19,2023111902,CHI,DET,2,1.0,10,25.0,QB Kneel,0,,,0,0,0,0,0,0,0,0,,,None
2023,2023-11-19,2023111902,CHI,DET,4,1.0,10,9.0,Run,9,,RIGHT GUARD,1,0,0,0,0,0,0,0,,,None
2023,2023-11-19,2023111902,CHI,DET,4,2.0,1,18.0,Run,3,,CENTER,1,0,0,0,0,0,0,0,,,None
2023,2023-11-19,2023111902,CHI,DET,4,1.0,10,21.0,Run,-2,,RIGHT END,1,0,0,0,0,0,0,0,,,None
2023,2023-11-27,2023112700,CHI,MIN,2,1.0,10,18.0,Pass,22,SHORT LEFT,,0,1,0,0,0,0,0,0,,,None
2023,2023-11-27,2023112700,CHI,MIN,2,1.0,10,40.0,Pass,0,SHORT LEFT,,0,1,0,0,0,0,0,0,,,None
2023,2023-11-27,2023112700,CHI,MIN,2,2.0,10,40.0,Pass,0,SHORT RIGHT,,0,1,0,0,0,0,0,0,,,None
2023,2023-11-27,2023112700,CHI,MIN,2,3.0,10,40.0,Pass,4,right,,1,0,0,0,0,0,0,0,,,None
2023,2023-11-27,2023112700,CHI,MIN,2,4.0,6,44.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2023,2023-11-27,2023112700,CHI,MIN,3,1.0,10,45.0,Pass,0,SHORT RIGHT,,0,1,0,0,0,0,0,0,,,None
2023,2023-11-27,2023112700,CHI,MIN,3,1.0,10,31.0,Run,13,,LEFT END,1,0,0,0,0,0,0,0,,,None
2023,2023-11-27,2023112700,CHI,MIN,4,1.0,10,25.0,Run,8,,CENTER,1,0,0,0,0,0,0,0,,,None
2023,2023-11-27,2023112700,CHI,MIN,4,2.0,2,33.0,Run,3,,RIGHT TACKLE,1,0,0,0,0,0,0,0,,,None
2023,2023-11-27,2023112700,CHI,MIN,4,2.0,5,43.0,Run,8,,LEFT END,1,0,0,0,0,0,0,0,,,None
2023,2023-11-27,2023112700,CHI,MIN,1,1.0,10,23.0,Pass,1,SHORT RIGHT,,0,1,0,0,0,0,0,0,,,None
2023,2023-11-27,2023112700,CHI,MIN,1,2.0,9,24.0,Run,8,,LEFT END,1,0,0,0,0,0,0,0,,,None
2023,2023-11-27,2023112700,CHI,MIN,1,3.0,1,32.0,Pass,5,SHORT RIGHT,,0,1,0,0,0,0,0,0,,,None
2023,2023-11-27,2023112700,CHI,MIN,1,1.0,10,37.0,Run,1,,LEFT TACKLE,1,0,0,0,0,0,0,0,,,None
2023,2023-11-27,2023112700,CHI,MIN,1,2.0,9,38.0,Pass,4,right,,1,0,0,0,0,0,0,0,,,None
2023,2023-11-27,2023112700,CHI,MIN,1,1.0,10,26.0,Run,14,,RIGHT END,1,0,0,0,0,0,0,0,,,None
2023,2023-11-27,2023112700,CHI,MIN,1,1.0,10,40.0,Pass,22,SHORT LEFT,,0,1,0,0,0,0,0,0,,,None
2023,2023-11-27,2023112700,CHI,MIN,1,2.0,27,45.0,Pass,6,SHORT RIGHT,,0,1,0,0,0,0,0,0,,,None
2023,2023-11-27,2023112700,CHI,MIN,2,4.0,14,44.0,Punt,0,,,0,0,0,0,0,0,0,0,RUNNING INTO THE KICKER,MIN,None
2023,2023-11-27,2023112700,CHI,MIN,2,1.0,10,35.0,Pass,11,SHORT LEFT,,0,1,0,0,0,0,0,0,,,None
2023,2023-11-27,2023112700,CHI,MIN,2,3.0,9,47.0,Pass,0,SHORT LEFT,,0,1,0,0,0,0,0,0,,,None
2023,2023-11-27,2023112700,CHI,MIN,2,4.0,9,47.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2023,2023-12-10,2023121002,CHI,DET,4,2.0,8,40.0,Pass,0,DEEP MIDDLE,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-10,2023121002,CHI,DET,4,3.0,8,40.0,Pass,5,right,,1,0,0,0,0,0,1,10,OFFENSIVE HOLDING,CHI,Offensive
2023,2023-12-10,2023121002,CHI,DET,4,3.0,18,30.0,Run,6,,RIGHT GUARD,1,0,0,0,0,0,0,0,,,None
2023,2023-12-10,2023121002,CHI,DET,4,4.0,12,36.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2023,2023-12-10,2023121002,CHI,DET,4,2.0,5,43.0,Run,7,,RIGHT END,1,0,0,0,0,0,0,0,,,None
2023,2023-12-10,2023121002,CHI,DET,1,2.0,8,11.0,Pass,0,SHORT LEFT,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-10,2023121002,CHI,DET,1,3.0,8,11.0,Pass,19,right,,1,0,0,0,0,0,0,0,,,None
2023,2023-12-10,2023121002,CHI,DET,2,1.0,10,12.0,Pass,41,DEEP LEFT,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-10,2023121002,CHI,DET,2,2.0,9,24.0,Sack,-9,,,0,0,1,0,0,0,0,0,,,None
2023,2023-12-10,2023121002,CHI,DET,2,3.0,18,15.0,Pass,0,SHORT RIGHT,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-10,2023121002,CHI,DET,2,4.0,18,15.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2023,2023-12-10,2023121002,CHI,DET,2,2.0,10,25.0,Sack,-7,,,0,0,1,0,0,0,0,0,,,None
2023,2023-12-17,2023121710,CHI,CLE,3,3.0,2,43.0,Run,15,,LEFT END,1,0,0,0,0,0,0,0,,,None
2023,2023-12-17,2023121710,CHI,CLE,1,2.0,7,20.0,Run,2,,RIGHT GUARD,1,0,0,0,0,0,0,0,,,None
2023,2023-12-17,2023121710,CHI,CLE,1,3.0,5,22.0,Pass,0,DEEP LEFT,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-24,2023122409,CHI,ARI,4,3.0,10,47.0,Pass,39,right,,1,0,0,0,0,0,0,0,,,None
2023,2023-12-24,2023122409,CHI,ARI,1,1.0,10,26.0,Run,13,,LEFT GUARD,1,0,0,0,0,0,0,0,,,None
2023,2023-12-24,2023122409,CHI,ARI,1,1.0,10,39.0,Pass,6,SHORT MIDDLE,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-24,2023122409,CHI,ARI,1,2.0,4,45.0,Run,2,,RIGHT TACKLE,1,0,0,0,0,0,0,0,,,None
2023,2023-12-24,2023122409,CHI,ARI,1,3.0,2,47.0,Pass,0,SHORT RIGHT,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-24,2023122409,CHI,ARI,1,4.0,2,47.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2023,2023-12-24,2023122409,CHI,ARI,1,1.0,10,26.0,Pass,53,DEEP LEFT,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-24,2023122409,CHI,ARI,1,1.0,10,10.0,Run,15,,RIGHT GUARD,1,0,0,0,0,0,0,0,,,None
2023,2023-12-24,2023122409,CHI,ARI,1,1.0,10,25.0,Run,2,,LEFT GUARD,1,0,0,0,0,0,0,0,,,None
2023,2023-12-24,2023122409,CHI,ARI,1,2.0,8,27.0,Pass,20,DEEP LEFT,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-24,2023122409,CHI,ARI,1,1.0,10,47.0,Pass,0,DEEP RIGHT,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-24,2023122409,CHI,ARI,1,2.0,10,47.0,Run,7,,RIGHT END,1,0,0,0,0,0,0,0,,,None
2023,2024-01-07,2024010706,CHI,GB,3,1.0,10,22.0,Run,9,,RIGHT END,1,0,0,0,0,0,0,0,,,None
2023,2024-01-07,2024010706,CHI,GB,3,2.0,1,31.0,Run,7,,LEFT END,1,0,0,0,0,0,0,0,,,None
2023,2024-01-07,2024010706,CHI,GB,3,1.0,10,38.0,Run,6,,LEFT END,1,0,0,0,0,0,0,0,,,None
2023,2024-01-07,2024010706,CHI,GB,3,2.0,4,44.0,Pass,5,right,,1,0,0,0,0,0,0,0,,,None
2023,2024-01-07,2024010706,CHI,GB,3,1.0,10,49.0,Run,1,,LEFT END,1,0,0,0,0,0,0,0,,,None
2023,2024-01-07,2024010706,CHI,GB,3,4.0,10,49.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2023,2024-01-07,2024010706,CHI,GB,3,1.0,10,42.0,Pass,3,right,,1,0,0,0,0,0,0,0,,,None
2023,2024-01-07,2024010706,CHI,GB,3,2.0,7,45.0,Run,0,,LEFT GUARD,1,0,0,0,0,0,0,0,,,None
2023,2024-01-07,2024010706,CHI,GB,4,3.0,7,45.0,Pass,11,SHORT LEFT,,0,1,0,0,0,0,0,0,,,None
2023,2024-01-07,2024010706,CHI,GB,4,1.0,10,32.0,Run,4,,LEFT END,1,0,0,0,0,0,0,0,,,None
2023,2024-01-07,2024010706,CHI,GB,4,2.0,6,36.0,Pass,16,SHORT RIGHT,,0,1,0,0,0,0,0,0,,,None
2023,2024-01-07,2024010706,CHI,GB,1,1.0,10,31.0,Run,-2,,RIGHT END,1,0,0,0,0,0,0,0,,,None
2023,2024-01-07,2024010706,CHI,GB,1,2.0,12,29.0,Pass,8,SHORT MIDDLE,,0,1,0,0,0,0,0,0,,,None
2023,2024-01-07,2024010706,CHI,GB,1,3.0,4,37.0,Pass,6,right,,1,0,0,0,0,0,0,0,,,None
2023,2024-01-07,2024010706,CHI,GB,1,1.0,10,43.0,Run,4,,CENTER,1,0,0,0,0,0,0,0,,,None
2023,2024-01-07,2024010706,CHI,GB,1,2.0,6,47.0,Pass,9,SHORT LEFT,,0,1,0,0,0,0,0,0,,,None
2023,2024-01-07,2024010706,CHI,GB,1,1.0,10,31.0,Pass,12,SHORT LEFT,,0,1,0,0,0,0,0,0,,,None
2023,2024-01-07,2024010706,CHI,GB,1,1.0,10,43.0,Pass,11,SHORT LEFT,,0,1,0,0,0,0,0,0,,,None
2023,2024-01-07,2024010706,CHI,GB,2,1.0,10,34.0,Run,7,,LEFT TACKLE,1,0,0,0,0,0,0,0,,,None
2023,2024-01-07,2024010706,CHI,GB,2,2.0,3,41.0,Pass,0,SHORT RIGHT,,0,1,0,0,0,0,0,0,,,None
2023,2024-01-07,2024010706,CHI,GB,2,3.0,3,41.0,Run,2,,LEFT GUARD,1,0,0,0,0,0,0,0,,,None
2023,2024-01-07,2024010706,CHI,GB,2,4.0,1,43.0,Run,1,,CENTER,1,0,0,0,0,0,0,0,,,None
2023,2024-01-07,2024010706,CHI,GB,2,1.0,10,44.0,Run,4,,RIGHT END,1,0,0,0,0,0,0,0,,,None
2023,2024-01-07,2024010706,CHI,GB,2,2.0,6,48.0,Run,2,,RIGHT END,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,4,4.0,18,25.0,Punt,0,,,0,0,0,0,0,0,1,15,ILLEGAL BLINDSIDE BLOCK,ATL,Defensive
2023,2023-12-31,2023123103,CHI,ATL,4,3.0,25,18.0,Run,7,,LEFT TACKLE,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,4,2.0,8,35.0,Sack,-13,,,0,0,1,0,1,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,4,1.0,10,33.0,Run,2,,LEFT GUARD,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,4,4.0,4,24.0,Field Goal,0,,,0,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,4,3.0,4,24.0,Pass,0,DEEP LEFT,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,4,2.0,4,24.0,Pass,0,DEEP LEFT,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,4,1.0,10,30.0,Run,6,,LEFT GUARD,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,4,3.0,7,41.0,Pass,11,right,,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,4,2.0,8,42.0,Run,1,,RIGHT END,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,4,1.0,10,44.0,Run,2,,RIGHT TACKLE,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,4,4.0,6,0.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,4,3.0,15,41.0,Pass,9,SHORT RIGHT,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,4,2.0,20,36.0,Pass,5,SHORT LEFT,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,4,2.0,10,46.0,Pass,25,right,,1,0,0,0,0,0,1,10,OFFENSIVE HOLDING,CHI,Offensive
2023,2023-12-31,2023123103,CHI,ATL,4,1.0,10,46.0,Run,0,,LEFT GUARD,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,4,1.0,10,25.0,Pass,21,SHORT MIDDLE,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,3,4.0,1,24.0,Field Goal,0,,,0,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,3,3.0,6,29.0,Pass,5,SHORT MIDDLE,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,3,2.0,10,33.0,Run,4,,RIGHT END,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,3,1.0,10,33.0,Pass,0,DEEP MIDDLE,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,3,2.0,20,44.0,Pass,23,SHORT LEFT,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,3,1.0,20,44.0,Run,0,,RIGHT TACKLE,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,2,1.0,10,37.0,Pass,0,SHORT LEFT,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,2,4.0,12,32.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,2,3.0,3,41.0,Sack,-9,,,0,0,1,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,2,2.0,4,40.0,Run,1,,LEFT GUARD,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,2,1.0,10,34.0,Run,6,,LEFT END,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,2,1.0,2,2.0,Run,2,,RIGHT GUARD,1,0,0,1,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,2,4.0,1,3.0,Run,1,,CENTER,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,2,1.0,10,36.0,Pass,0,SHORT LEFT,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,2,1.0,10,48.0,Pass,16,SHORT RIGHT,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,2,1.0,10,36.0,Run,12,,LEFT TACKLE,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,2,3.0,8,27.0,Pass,9,SHORT MIDDLE,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,2,2.0,8,27.0,Pass,0,SHORT MIDDLE,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,2,1.0,10,25.0,Run,2,,LEFT TACKLE,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,2,4.0,4,31.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,2,3.0,10,25.0,Pass,6,SHORT LEFT,,0,1,0,0,0,0,0,0,TRIPPING,CHI,None
2023,2023-12-31,2023123103,CHI,ATL,2,2.0,10,25.0,Run,0,,LEFT GUARD,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,2,1.0,10,25.0,Pass,0,SHORT LEFT,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,2,1.0,9,9.0,Run,9,,LEFT GUARD,1,0,0,1,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,2,2.0,7,19.0,Pass,10,SHORT MIDDLE,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,1,1.0,10,22.0,Run,3,,LEFT END,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,1,2.0,1,24.0,Run,2,,RIGHT TACKLE,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,1,1.0,10,33.0,Pass,9,right,,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,1,3.0,7,35.0,Pass,32,DEEP LEFT,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,1,2.0,10,32.0,Run,3,,RIGHT END,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,1,1.0,10,32.0,Run,0,,RIGHT TACKLE,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,1,3.0,7,7.0,Pass,7,SHORT LEFT,,0,1,0,1,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,1,2.0,6,6.0,Pass,-1,SHORT RIGHT,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,1,1.0,3,3.0,Run,-3,,LEFT END,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,1,3.0,9,27.0,Pass,24,SHORT RIGHT,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,1,2.0,10,28.0,Run,6,,RIGHT END,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,1,1.0,10,28.0,Pass,0,SHORT RIGHT,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,1,1.0,10,40.0,Pass,32,DEEP RIGHT,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,3,1.0,10,46.0,Pass,0,SHORT LEFT,,0,1,0,0,0,0,1,10,OFFENSIVE PASS INTERFERENCE,CHI,Offensive
2023,2023-12-31,2023123103,CHI,ATL,3,4.0,6,38.0,Pass,0,DEEP RIGHT,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,3,3.0,6,38.0,Run,0,,RIGHT END,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,3,2.0,10,42.0,Run,4,,LEFT GUARD,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,3,1.0,10,42.0,Pass,0,SHORT RIGHT,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,3,2.0,11,47.0,Pass,16,SHORT RIGHT,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,3,1.0,10,48.0,Run,-1,,RIGHT END,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,3,3.0,8,35.0,Pass,13,right,,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,3,2.0,10,33.0,Run,2,,LEFT GUARD,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,3,1.0,10,33.0,Pass,0,DEEP LEFT,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,3,4.0,4,4.0,Field Goal,0,,,0,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,3,3.0,4,4.0,Pass,0,SHORT LEFT,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,3,2.0,3,3.0,Run,-1,,LEFT END,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,3,1.0,3,3.0,Pass,0,SHORT RIGHT,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,3,2.0,1,38.0,Run,35,,RIGHT GUARD,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,3,1.0,10,47.0,Run,9,,LEFT GUARD,1,0,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,3,1.0,10,25.0,Pass,28,DEEP MIDDLE,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,2,3.0,8,35.0,Sack,-2,,,0,0,1,0,0,0,0,0,,,None
2023,2023-12-31,2023123103,CHI,ATL,2,2.0,10,37.0,Pass,2,SHORT LEFT,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-24,2023122409,CHI,ARI,2,4.0,10,24.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2023,2023-12-24,2023122409,CHI,ARI,2,3.0,10,24.0,Pass,0,SHORT LEFT,,0,1,0,0,0,0,0,0,OFFENSIVE HOLDING,CHI,None
2023,2023-12-24,2023122409,CHI,ARI,2,2.0,20,14.0,Pass,10,SHORT MIDDLE,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-24,2023122409,CHI,ARI,2,2.0,10,24.0,Pass,6,SHORT RIGHT,,0,1,0,0,0,0,1,10,OFFENSIVE HOLDING,CHI,Offensive
2023,2023-12-24,2023122409,CHI,ARI,2,1.0,10,24.0,Pass,0,SHORT RIGHT,,0,1,0,0,0,0,0,0,,,None
2023,2023-12-24,2023122409,CHI,ARI,2,4.0,9,26.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2023,2023-12-24,2023122409,CHI,ARI,2,3.0,10,25.0,Pass,6,SHORT LEFT,,0,1,0,0,0,0,0,0,,,None
